county_name	geoid	url	obs_count	iconic_taxon	common_name	sci_name	photo	photo_attribution	critter_obs_count
Essex County, VA	51057	http://www.inaturalist.org/observations?place_id=2918	0	0	0	0	0	0	0
Gloucester County, VA	51073	http://www.inaturalist.org/observations?place_id=2919	7	3	Bald Eagle	Haliaeetus leucocephalus	http://farm4.staticflickr.com/3282/3057906165_ec84bafc1d_s.jpg	(c) Doris, some rights reserved (CC BY-NC-SA)	1
Goochland County, VA	51075	http://www.inaturalist.org/observations?place_id=2920	31	47158		Diogmites discolor			2
King and Queen County, VA	51097	http://www.inaturalist.org/observations?place_id=2921	2	20978	Green Tree Frog	Hyla cinerea	http://farm3.staticflickr.com/2541/4006694337_bf14379e80_s.jpg	(c) GregTheBusker, some rights reserved (CC BY)	1
New Kent County, VA	51127	http://www.inaturalist.org/observations?place_id=2922	89	3	Bald Eagle	Haliaeetus leucocephalus	http://farm4.staticflickr.com/3282/3057906165_ec84bafc1d_s.jpg	(c) Doris, some rights reserved (CC BY-NC-SA)	3
Prince Edward County, VA	51147	http://www.inaturalist.org/observations?place_id=2923	172	47126	Sassafras	Sassafras albidum	http://farm4.staticflickr.com/3324/3611023635_0fdfa6fd20_s.jpg	(c) Neece, some rights reserved (CC BY-NC-SA)	3
Richmond County, VA	51159	http://www.inaturalist.org/observations?place_id=2924	18	47158	Grass Skippers	Hesperiinae	http://farm3.staticflickr.com/2153/2232416438_3fa7437b7b_s.jpg	(c) Bill Bouton, some rights reserved (CC BY-SA)	3
Spotsylvania County, VA	51177	http://www.inaturalist.org/observations?place_id=2925	26	40151	Human	Homo sapiens	http://upload.wikimedia.org/wikipedia/commons/thumb/0/04/PSM_V21_D154_Charles_Darwin.png/75px-PSM_V21_D154_Charles_Darwin.png	Unknown, no known copyright restrictions (public domain)	1
Hanover County, VA	51085	http://www.inaturalist.org/observations?place_id=2926	200	20978	Eastern Red-backed Salamander	Plethodon cinereus	http://farm1.staticflickr.com/7/11860984_529889b569_s.jpg	(c) Ian Marsman, some rights reserved (CC BY-NC-ND)	3
James City County, VA	51095	http://www.inaturalist.org/observations?place_id=2927	71	3	Yellow-bellied Sapsucker	Sphyrapicus varius	http://farm3.staticflickr.com/2520/4052990138_ffb5fa776e_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	2
Surry County, VA	51181	http://www.inaturalist.org/observations?place_id=2928	9	3	Forster's Tern	Sterna forsteri	http://media.eol.org/content/2013/08/05/09/14356_98_68.jpg	(c) Dick Daniels (http://carolinabirds.org/), some rights reserved (CC BY-SA)	2
Sussex County, VA	51183	http://www.inaturalist.org/observations?place_id=2929	53	20978	Southern Leopard Frog	Lithobates sphenocephalus	http://farm4.staticflickr.com/3266/2916657209_1f3f898332_s.jpg	(c) Joe McKenna, some rights reserved (CC BY-NC)	2
Wise County, VA	51195	http://www.inaturalist.org/observations?place_id=2930	1358	47126	Common Dandelion	Taraxacum officinale	http://farm3.staticflickr.com/2291/2446486568_6088b7dd6c_s.jpg	(c) Dorota (Dorothy), some rights reserved (CC BY-SA)	17
York County, VA	51199	http://www.inaturalist.org/observations?place_id=2931	43	47126	Sea Lettuce	Ulva lactuca	http://static.inaturalist.org/photos/1657284/square.jpg?1427322101	(c) Rebecca Johnson, some rights reserved (CC BY-NC)	2
Tunica County, MS	28143	http://www.inaturalist.org/observations?place_id=2932	4	3	Dickcissel	Spiza americana	http://farm4.staticflickr.com/3074/2623045018_53d4e5dcd9_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	1
Bates County, MO	29013	http://www.inaturalist.org/observations?place_id=2933	3	3	Gadwall	Anas strepera	http://farm4.staticflickr.com/3239/3137690749_04e5521002_s.jpg	(c) Luciano Giussani, some rights reserved (CC BY-NC-SA)	1
Benton County, MO	29015	http://www.inaturalist.org/observations?place_id=2934	4	47126	Pignut hickory	Carya glabra	http://farm4.staticflickr.com/3130/2925743524_c0fd5e6cb0_s.jpg	(c) Homer Edward Price, some rights reserved (CC BY)	1
Cedar County, MO	29039	http://www.inaturalist.org/observations?place_id=2935	0	0	0	0	0	0	0
De Kalb County, MO	29063	http://www.inaturalist.org/observations?place_id=2936	0	0	0	0	0	0	0
Gentry County, MO	29075	http://www.inaturalist.org/observations?place_id=2937	4	3	Upland Sandpiper	Bartramia longicauda	http://farm4.staticflickr.com/3041/2657117606_486f1e118d_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	1
Holt County, MO	29087	http://www.inaturalist.org/observations?place_id=2938	30	26036	Snapping Turtle	Chelydra serpentina	http://farm4.staticflickr.com/3175/2850135743_563b1b7a3e_s.jpg	(c) Karim Rezk, some rights reserved (CC BY-NC-ND)	3
Cheyenne County, NE	31033	http://www.inaturalist.org/observations?place_id=2944	1	3	Canada Goose	Branta canadensis	http://farm4.staticflickr.com/3094/2522129603_3386a56259_s.jpg	(c) Diane, some rights reserved (CC BY-NC-ND)	1
Custer County, NE	31041	http://www.inaturalist.org/observations?place_id=2945	12	47126	Pines	Pinus	http://farm9.staticflickr.com/8088/8487847890_86a38fc623_s.jpg	(c) 5u5, some rights reserved (CC BY)	1
Jackson County, MI	26075	http://www.inaturalist.org/observations?place_id=2948	74	20978	Gray Tree Frog	Hyla versicolor	http://farm1.staticflickr.com/24/47123851_f26b7db420_s.jpg	(c) Matthew, some rights reserved (CC BY-NC-ND)	3
Mackinac County, MI	26097	http://www.inaturalist.org/observations?place_id=2949	92	20978	Green Frog	Lithobates clamitans	http://farm1.staticflickr.com/83/265374088_e04e3285a1_s.jpg	(c) Gavan Watson, some rights reserved (CC BY-NC-ND)	6
Wheeler County, NE	31183	http://www.inaturalist.org/observations?place_id=2951	0	0	0	0	0	0	0
Jones County, NC	37103	http://www.inaturalist.org/observations?place_id=2953	5	20978	Pine Woods Tree Frog	Hyla femoralis	http://farm1.staticflickr.com/55/159080810_539f5da68e_s.jpg	(c) Zack, some rights reserved (CC BY-NC-SA)	1
Lincoln County, NC	37109	http://www.inaturalist.org/observations?place_id=2954	19	40151	White-tailed Deer	Odocoileus virginianus	http://farm2.staticflickr.com/1354/751501000_16bdd8f809_s.jpg	(c) J. Martin, some rights reserved (CC BY-NC)	7
Martin County, NC	37117	http://www.inaturalist.org/observations?place_id=2955	8	20978	Atlantic Coast Slimy Salamander	Plethodon chlorobryonis	http://farm4.staticflickr.com/3398/4595940636_1b4de193a4_s.jpg	(c) Todd Pierson, some rights reserved (CC BY-NC-SA)	2
Montgomery County, NC	37123	http://www.inaturalist.org/observations?place_id=2956	20	47119	Spiders	Araneae	http://farm6.staticflickr.com/5212/5406914325_089a25320c_s.jpg	(c) gbohne, some rights reserved (CC BY-SA)	2
Rowan County, NC	37159	http://www.inaturalist.org/observations?place_id=2957	27	3	Double-crested Cormorant	Phalacrocorax auritus	http://farm4.staticflickr.com/3453/3219902210_49dd331423_s.jpg	(c) Blake Matheson, some rights reserved (CC BY-NC)	1
Randolph County, NC	37151	http://www.inaturalist.org/observations?place_id=2958	120	47126	Red maple	Acer rubrum	http://farm3.staticflickr.com/2710/4171956750_46560c6654_s.jpg	(c) Virens (Latin for greening), some rights reserved (CC BY-NC-ND)	3
Stanly County, NC	37167	http://www.inaturalist.org/observations?place_id=2959	19	3	Black Vulture	Coragyps atratus	http://static.inaturalist.org/photos/1739822/square.jpg?1444848426	(c) D. Alexander Carrillo Mtz., some rights reserved (CC BY)	2
Hettinger County, ND	38041	http://www.inaturalist.org/observations?place_id=2964	2	20978	Boreal Chorus Frog	Pseudacris maculata	http://static.inaturalist.org/photos/22499/square.jpg?1444844137	(c) J. N. Stuart, some rights reserved (CC BY-NC-ND)	1
McIntosh County, ND	38051	http://www.inaturalist.org/observations?place_id=2965	0	0	0	0	0	0	0
Nelson County, ND	38063	http://www.inaturalist.org/observations?place_id=2966	0	0	0	0	0	0	0
Ramsey County, ND	38071	http://www.inaturalist.org/observations?place_id=2967	3	3	Western Grebe	Aechmophorus occidentalis	http://farm1.staticflickr.com/207/509015938_62af1c6851_s.jpg	(c) Mike Baird, some rights reserved (CC BY)	1
Rolette County, ND	38079	http://www.inaturalist.org/observations?place_id=2968	9	3	Clay-colored Sparrow	Spizella pallida	http://farm3.staticflickr.com/2471/3954016251_77892a48fb_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	1
Stark County, ND	38089	http://www.inaturalist.org/observations?place_id=2969	5	47158	Variegated Meadowhawk	Sympetrum corruptum	http://farm9.staticflickr.com/8439/7786076162_f63060cfc0_s.jpg	(c) Steve Berardi, some rights reserved (CC BY-SA)	1
Hancock County, OH	39063	http://www.inaturalist.org/observations?place_id=2971	19	3	Golden-crowned Sparrow	Zonotrichia atricapilla	http://farm4.staticflickr.com/3215/3148797396_169c43f491_s.jpg	(c) Terry & Julie, some rights reserved (CC BY-NC-SA)	3
Henry County, OH	39069	http://www.inaturalist.org/observations?place_id=2972	4	47126	Eastern Skunk Cabbage	Symplocarpus foetidus	http://farm1.staticflickr.com/178/476689151_0217acf00f_s.jpg	(c) James Ellison, some rights reserved (CC BY)	1
Muskingum County, OH	39119	http://www.inaturalist.org/observations?place_id=2973	49	3	Northern Harrier	Circus cyaneus	http://static.inaturalist.org/photos/237390/square.jpg?1444584166	(c) BJ Stacey, some rights reserved (CC BY-NC)	12
Knox County, OH	39083	http://www.inaturalist.org/observations?place_id=2975	79	3	Tree Swallow	Tachycineta bicolor	http://farm1.staticflickr.com/177/435466650_1ea6cb197e_s.jpg	(c) Rick Leche, some rights reserved (CC BY-NC-ND)	2
Jefferson County, OH	39081	http://www.inaturalist.org/observations?place_id=2988	170	47158	Monarch	Danaus plexippus	http://farm4.staticflickr.com/3224/2972095940_9bc2608e00_s.jpg	(c) TexasEagle, some rights reserved (CC BY-NC)	5
Socorro County, NM	35053	http://www.inaturalist.org/observations?place_id=3053	642	3	Sandhill Crane	Grus canadensis	http://farm4.staticflickr.com/3529/3189546578_c197968833_s.jpg	(c) Andrea Westmoreland, some rights reserved (CC BY-SA)	24
Eddy County, NM	35015	http://www.inaturalist.org/observations?place_id=3055	179	26036	Western Diamondback Rattlesnake	Crotalus atrox	http://farm2.staticflickr.com/1275/1347727277_5dae0335df_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	4
Lincoln County, MT	30053	http://www.inaturalist.org/observations?place_id=3012	3	3	Birds	Aves	http://farm1.staticflickr.com/205/499334547_68fab65c70_s.jpg	(c) Kenny P., some rights reserved (CC BY-NC)	1
Yuba County, CA	6115	http://www.inaturalist.org/observations?place_id=3038	162	3	Black Phoebe	Sayornis nigricans	http://farm4.staticflickr.com/3004/2982248215_b96cfcdc30_s.jpg	(c) Len Blumin, some rights reserved (CC BY-NC-ND)	4
Tyler County, TX	48457	http://www.inaturalist.org/observations?place_id=2993	490	47126	Pale Pitcher Plant	Sarracenia alata	http://farm4.staticflickr.com/3220/5846305519_3b4463943a_s.jpg	(c) John Pittman, some rights reserved (CC BY-NC-SA)	9
Lowndes County, MS	28087	http://www.inaturalist.org/observations?place_id=2037	0	0	0	0	0	0	0
Belknap County, NH	33001	http://www.inaturalist.org/observations?place_id=2558	117	3	Mallard	Anas platyrhynchos	http://farm4.staticflickr.com/3236/2693516589_5b8d9fed79_s.jpg	(c) Charles Lam, some rights reserved (CC BY-SA)	3
Sullivan County, NH	33019	http://www.inaturalist.org/observations?place_id=2577	234	3	Wild Turkey	Meleagris gallopavo	http://farm4.staticflickr.com/3210/3038308796_75ef92bb76_s.jpg	(c) Per Verdonk, some rights reserved (CC BY-NC)	4
George County, MS	28039	http://www.inaturalist.org/observations?place_id=959	1	26036	Speckled Kingsnake	Lampropeltis holbrooki	http://farm6.staticflickr.com/5070/5690834797_498128ee27_s.jpg	(c) Todd Pierson, some rights reserved (CC BY-NC-SA)	1
Carroll County, MS	28015	http://www.inaturalist.org/observations?place_id=1346	0	0	0	0	0	0	0
Lauderdale County, MS	28075	http://www.inaturalist.org/observations?place_id=1347	7	47158	Blue Dasher	Pachydiplax longipennis	http://static.inaturalist.org/photos/707410/square.jpg?1394108086	(c) Dave Spier, some rights reserved (CC BY-NC-ND)	2
Lee County, MS	28081	http://www.inaturalist.org/observations?place_id=1348	12	47126	Prairie Dock	Silphium terebinthinaceum	http://farm2.staticflickr.com/1223/5146948647_1ed69231cd_s.jpg	(c) Frank Mayfield, some rights reserved (CC BY-SA)	2
Scott County, MS	28123	http://www.inaturalist.org/observations?place_id=1349	0	0	0	0	0	0	0
Prentiss County, MS	28117	http://www.inaturalist.org/observations?place_id=1816	0	0	0	0	0	0	0
Jackson County, MS	28059	http://www.inaturalist.org/observations?place_id=1835	185	3	Boat-tailed Grackle	Quiscalus major	http://farm1.staticflickr.com/246/449551702_01a6a807c7_s.jpg	(c) Larry, some rights reserved (CC BY-NC-ND)	2
Madison County, MS	28089	http://www.inaturalist.org/observations?place_id=1894	8	20978	Marbled Salamander	Ambystoma opacum	http://farm1.staticflickr.com/136/361937330_955c7dac89_s.jpg	(c) Patrick Coin, some rights reserved (CC BY-NC-SA)	2
Clay County, MS	28025	http://www.inaturalist.org/observations?place_id=1990	8	47158	Two-striped Forceptail	Aphylla williamsoni	http://farm5.staticflickr.com/4136/4747270903_748a5eb1dc_s.jpg	(c) pondhawk, some rights reserved (CC BY)	2
Stone County, MS	28131	http://www.inaturalist.org/observations?place_id=1992	17	47158	Swift River Cruiser	Macromia illinoiensis	http://static.inaturalist.org/photos/199899/square.jpg?1352260131	(c) greglasley, some rights reserved (CC BY-NC), uploaded by Greg Lasley	2
Leflore County, MS	28083	http://www.inaturalist.org/observations?place_id=1993	0	0	0	0	0	0	0
Jones County, MS	28067	http://www.inaturalist.org/observations?place_id=1994	18	47158	Seven-spotted Ladybird	Coccinella septempunctata	http://farm2.staticflickr.com/1300/1040200079_b72a9b7f05_s.jpg	(c) Gilles Gonthier, some rights reserved (CC BY)	3
Yalobusha County, MS	28161	http://www.inaturalist.org/observations?place_id=1996	0	0	0	0	0	0	0
Sharkey County, MS	28125	http://www.inaturalist.org/observations?place_id=2100	0	0	0	0	0	0	0
Perry County, MS	28111	http://www.inaturalist.org/observations?place_id=2118	6	26036	Rough Green Snake	Opheodrys aestivus	http://farm4.staticflickr.com/3112/2827309845_fa91d7f462_s.jpg	(c) Patrick Coin, some rights reserved (CC BY-NC-SA)	1
Garrett County, MD	24023	http://www.inaturalist.org/observations?place_id=1457	277	20978	Eastern Newt	Notophthalmus viridescens	http://static.inaturalist.org/photos/981/square.jpg?1444256853	(c) Anita Gould, some rights reserved (CC BY-NC-SA), uploaded by Anita	6
Anne Arundel County, MD	24003	http://www.inaturalist.org/observations?place_id=1818	7224	47158	Sachem	Atalopedes campestris	http://media.eol.org/content/2012/07/06/07/99728_98_68.jpg	(c) Bill Bouton, some rights reserved (CC BY-SA)	64
Calvert County, MD	24009	http://www.inaturalist.org/observations?place_id=1891	317	47158	Zabulon Skipper	Poanes zabulon	http://farm3.staticflickr.com/2350/2231601037_9a6b8ca328_s.jpg	(c) Bill Bouton, some rights reserved (CC BY-SA)	13
Harford County, MD	24025	http://www.inaturalist.org/observations?place_id=2036	408	3	Bald Eagle	Haliaeetus leucocephalus	http://farm4.staticflickr.com/3282/3057906165_ec84bafc1d_s.jpg	(c) Doris, some rights reserved (CC BY-NC-SA)	10
Wicomico County, MD	24045	http://www.inaturalist.org/observations?place_id=2172	19	3	Ruddy Duck	Oxyura jamaicensis	http://farm3.staticflickr.com/2325/2406154101_f873b2d4b0_s.jpg	(c) Erin and Lance Willett, some rights reserved (CC BY-NC-ND)	1
Somerset County, MD	24039	http://www.inaturalist.org/observations?place_id=2370	75	3	Glossy Ibis	Plegadis falcinellus	http://farm9.staticflickr.com/8143/7105901847_bcecf4500f_s.jpg	(c) Lip Kee Yap, some rights reserved (CC BY-SA)	3
Kent County, MD	24029	http://www.inaturalist.org/observations?place_id=2680	341	3	Canada Goose	Branta canadensis	http://farm4.staticflickr.com/3094/2522129603_3386a56259_s.jpg	(c) Diane, some rights reserved (CC BY-NC-ND)	12
Talbot County, MD	24041	http://www.inaturalist.org/observations?place_id=2686	150	3	Bald Eagle	Haliaeetus leucocephalus	http://farm4.staticflickr.com/3282/3057906165_ec84bafc1d_s.jpg	(c) Doris, some rights reserved (CC BY-NC-SA)	5
Merrimack County, NH	33013	http://www.inaturalist.org/observations?place_id=766	912	47158	Wavy-lined Zanclognatha Moth	Zanclognatha jacchusalis	http://static.inaturalist.org/photos/970935/square.jpg?1404738106	(c) Susan Elliott, some rights reserved (CC BY-NC-SA)	11
Rockingham County, NH	33015	http://www.inaturalist.org/observations?place_id=786	621	26036	Eastern Garter Snake	Thamnophis sirtalis sirtalis	http://static.inaturalist.org/photos/36577/square.jpg?1444325368	(c) Ken-ichi Ueda, some rights reserved (CC BY-NC-SA)	11
Yavapai County, AZ	4025	http://www.inaturalist.org/observations?place_id=1823	1174	26036	Sonoran Mud Turtle	Kinosternon sonoriense	http://farm3.staticflickr.com/2788/4377341493_b8dee5a1cf_s.jpg	(c) kibuyu, some rights reserved (CC BY-NC-SA)	12
Navajo County, AZ	4017	http://www.inaturalist.org/observations?place_id=1890	135	26036	Plateau Fence Lizard	Sceloporus tristichus	http://farm6.staticflickr.com/5150/5601413290_82c2d9e90c_s.jpg	(c) Carla Kishinami, some rights reserved (CC BY-NC-ND)	4
Mohave County, AZ	4015	http://www.inaturalist.org/observations?place_id=1923	209	26036	Zebra-tailed Lizard	Callisaurus draconoides	http://farm3.staticflickr.com/2795/4377339295_a7eb1c8763_s.jpg	(c) David Bygott, some rights reserved (CC BY-NC-SA)	4
Santa Cruz County, AZ	4023	http://www.inaturalist.org/observations?place_id=2318	3019	3	Broad-billed Hummingbird	Cynanthus latirostris	http://static.inaturalist.org/photos/2003526/square.jpg?1444424645	(c) D. Alexander Carrillo Mtz., some rights reserved (CC BY), uploaded by Daniel Alexander Carrillo Martínez	32
Yuma County, AZ	4027	http://www.inaturalist.org/observations?place_id=2343	566	3	Baird's Sandpiper	Calidris bairdii	http://farm4.staticflickr.com/3102/2852500668_79db53a2d8_s.jpg	(c) Jamie Chavez, some rights reserved (CC BY-NC)	14
Pima County, AZ	4019	http://www.inaturalist.org/observations?place_id=2346	6029	40151	Bobcat	Lynx rufus	http://farm4.staticflickr.com/3158/2936639211_ecd5e967ce_s.jpg	(c) matt knoth, some rights reserved (CC BY-NC-ND)	119
Pinal County, AZ	4021	http://www.inaturalist.org/observations?place_id=2354	728	47126	Saguaro Cactus	Carnegiea gigantea	http://farm4.staticflickr.com/3492/3250271519_b1b54b8e96_s.jpg	(c) Kirk Kittell, some rights reserved (CC BY-NC-SA)	22
Coconino County, AZ	4005	http://www.inaturalist.org/observations?place_id=2765	1952	47158	Monarch	Danaus plexippus	http://farm4.staticflickr.com/3224/2972095940_9bc2608e00_s.jpg	(c) TexasEagle, some rights reserved (CC BY-NC)	68
Clinton County, PA	42035	http://www.inaturalist.org/observations?place_id=1052	103	47126	Japanese stiltgrass	Microstegium vimineum	http://static.inaturalist.org/photos/170368/square.jpg	(c) botanygirl, all rights reserved, uploaded by botanygirl	4
Cambria County, PA	42021	http://www.inaturalist.org/observations?place_id=1131	521	47126		Closterium	http://farm5.staticflickr.com/4096/4764581090_9954ff06cb_s.jpg	(c) Antonio Guillén, some rights reserved (CC BY-NC-SA)	17
Delaware County, PA	42045	http://www.inaturalist.org/observations?place_id=1132	56	1	Woodlice and Pillbugs	Oniscidea	http://farm8.staticflickr.com/7215/7347659960_c067ab046c_s.jpg	(c) stonebird, some rights reserved (CC BY-NC-SA)	2
Franklin County, PA	42055	http://www.inaturalist.org/observations?place_id=1133	520	47126	True Sedges	Carex	http://farm6.staticflickr.com/5094/5391089689_8f55d6bdfc_s.jpg	(c) Matt Lavin, some rights reserved (CC BY-SA)	6
Indiana County, PA	42063	http://www.inaturalist.org/observations?place_id=1145	52	40151	Common Porcupine	Erethizon dorsatum	http://farm4.staticflickr.com/3163/2753273158_e45c3c7069_s.jpg	(c) Danny Barron, some rights reserved (CC BY-NC-ND)	2
Chester County, PA	42029	http://www.inaturalist.org/observations?place_id=1148	703	47158	Common Buckeye	Junonia coenia	http://farm3.staticflickr.com/2117/1581649444_9da13964d1_s.jpg	(c) Bill Bumgarner, some rights reserved (CC BY-NC-ND)	7
Lycoming County, PA	42081	http://www.inaturalist.org/observations?place_id=1276	69	20978	Northern Two-lined Salamander	Eurycea bislineata	http://static.inaturalist.org/photos/2143/square.jpg?1444260053	(c) Ken-ichi Ueda, some rights reserved (CC BY-NC-SA)	2
Potter County, PA	42105	http://www.inaturalist.org/observations?place_id=1284	39	47178	Brook Trout	Salvelinus fontinalis	http://farm3.staticflickr.com/2676/3836761593_85f8d371af_s.jpg	(c) Dave R...., some rights reserved (CC BY-NC-ND)	2
Clearfield County, PA	42033	http://www.inaturalist.org/observations?place_id=1362	53	3	Grasshopper Sparrow	Ammodramus savannarum	http://static.inaturalist.org/photos/226446/square.jpg?1356968687	(c) greglasley, some rights reserved (CC BY-NC), uploaded by Greg Lasley	3
Crawford County, PA	42039	http://www.inaturalist.org/observations?place_id=1363	327	3	Canada Goose	Branta canadensis	http://farm4.staticflickr.com/3094/2522129603_3386a56259_s.jpg	(c) Diane, some rights reserved (CC BY-NC-ND)	4
Huntingdon County, PA	42061	http://www.inaturalist.org/observations?place_id=1364	201	47158	Ebony Jewelwing	Calopteryx maculata	http://static.inaturalist.org/photos/15605/square.jpg?1444289101	(c) Anita, some rights reserved (CC BY-NC-SA)	5
Mifflin County, PA	42087	http://www.inaturalist.org/observations?place_id=1412	30	47158	Blue-fronted Dancer	Argia apicalis	http://static.inaturalist.org/photos/49190/square.jpg?1444358869	(c) Pete and Noe Woods, all rights reserved, uploaded by Pete Woods	2
Richland County, SC	45079	http://www.inaturalist.org/observations?place_id=1472	164	26036	Common Five-lined Skink	Plestiodon fasciatus	http://farm4.staticflickr.com/3601/3516181309_f5fa30eafa_s.jpg	(c) Vicki's Nature, some rights reserved (CC BY-NC-ND)	4
Montgomery County, PA	42091	http://www.inaturalist.org/observations?place_id=1522	508	47126	Common Spicebush	Lindera benzoin	http://farm4.staticflickr.com/3135/2868424984_69c160bc7a_s.jpg	(c) Cody Hough, some rights reserved (CC BY-NC-SA)	10
McCormick County, SC	45065	http://www.inaturalist.org/observations?place_id=1583	8	26036	Garter Snakes	Thamnophis	http://farm4.staticflickr.com/3290/2780350254_c6f6a0c807_s.jpg	(c) James Gaither, some rights reserved (CC BY-NC-ND)	1
Northumberland County, PA	42097	http://www.inaturalist.org/observations?place_id=1649	14	20978	Pickerel Frog	Lithobates palustris	http://static.inaturalist.org/photos/848/square.jpg?1444256344	(c) Anita Gould, some rights reserved (CC BY-NC-SA), uploaded by Anita	2
Allendale County, SC	45005	http://www.inaturalist.org/observations?place_id=1650	1	20978		Siren	http://static.inaturalist.org/photos/5572/square.jpg?1444842969	(c) tom spinker, some rights reserved (CC BY-NC-ND)	1
Chester County, SC	45023	http://www.inaturalist.org/observations?place_id=1651	9	3	Killdeer	Charadrius vociferus	http://farm1.staticflickr.com/114/287782863_4b0e6cface_s.jpg	(c) Stewart Ho, some rights reserved (CC BY-NC-ND)	1
Dillon County, SC	45033	http://www.inaturalist.org/observations?place_id=1652	9	3	Turkey Vulture	Cathartes aura	http://farm4.staticflickr.com/3235/3070052982_fc77b55b1c_s.jpg	(c) David Baron, some rights reserved (CC BY-SA)	1
Mc Kean County, PA	42083	http://www.inaturalist.org/observations?place_id=2000	51	47158	Atlantis Fritillary	Speyeria atlantis	http://farm5.staticflickr.com/4115/4741072524_25ff7d3ca4_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	2
Venango County, PA	42121	http://www.inaturalist.org/observations?place_id=2002	90	40151	American Black Bear	Ursus americanus	http://static.inaturalist.org/photos/72975/square.jpg?1444445409	(c) Roland Kilcher, all rights reserved	2
Fulton County, PA	42057	http://www.inaturalist.org/observations?place_id=2181	112	47126	Winterberry Holly	Ilex verticillata	http://farm3.staticflickr.com/2600/4165524376_ba140ba0a0_s.jpg	(c) niznoz, some rights reserved (CC BY-NC-SA)	3
Montour County, PA	42093	http://www.inaturalist.org/observations?place_id=2182	9	3	Barnacle Goose	Branta leucopsis	http://farm1.staticflickr.com/116/419994007_7dfff6aabc_s.jpg	(c) Valerie, some rights reserved (CC BY-NC-ND)	1
Adams County, PA	42001	http://www.inaturalist.org/observations?place_id=2225	89	3	Brown Thrasher	Toxostoma rufum	http://farm4.staticflickr.com/3181/2860731712_01c001f831_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	3
Armstrong County, PA	42005	http://www.inaturalist.org/observations?place_id=2226	179	47158	Widow Skimmer	Libellula luctuosa	http://farm2.staticflickr.com/1268/617981485_02a4e0f0de_s.jpg	(c) John Wright, some rights reserved (CC BY-NC-ND)	4
Hampton County, SC	45049	http://www.inaturalist.org/observations?place_id=2184	2	26036	Timber Rattlesnake	Crotalus horridus	http://farm1.staticflickr.com/216/484186958_821c8f7e99_s.jpg	(c) Tad Arensmeier, some rights reserved (CC BY)	1
Lancaster County, SC	45057	http://www.inaturalist.org/observations?place_id=2185	22	47170	Shelf Fungi	Polyporales	http://farm4.staticflickr.com/3282/3048945609_1bee13247a_s.jpg	(c) Arthur Chapman, some rights reserved (CC BY-NC-SA)	1
Abbeville County, SC	45001	http://www.inaturalist.org/observations?place_id=2451	11	47126	Crane-Fly Orchid	Tipularia discolor	http://farm5.staticflickr.com/4115/4859001928_2f97c74cdd_s.jpg	(c) dogtooth77, some rights reserved (CC BY-NC-SA)	2
Marlboro County, SC	45069	http://www.inaturalist.org/observations?place_id=2560	7	26036	Common Kingsnake	Lampropeltis getula	http://static.inaturalist.org/photos/34378/square.jpg	(c) mikevanvalen, all rights reserved, uploaded by Mike VanValen	1
Bamberg County, SC	45009	http://www.inaturalist.org/observations?place_id=2614	9	26036	Southern Black Racer	Coluber constrictor priapus	http://farm4.staticflickr.com/3558/3436930620_fe5e31d468_s.jpg	(c) crookrw, some rights reserved (CC BY-NC-ND)	1
Potter County, SD	46107	http://www.inaturalist.org/observations?place_id=1367	0	0	0	0	0	0	0
Faulk County, SD	46049	http://www.inaturalist.org/observations?place_id=1658	0	0	0	0	0	0	0
Buffalo County, SD	46017	http://www.inaturalist.org/observations?place_id=1907	0	0	0	0	0	0	0
Miner County, SD	46097	http://www.inaturalist.org/observations?place_id=2117	0	0	0	0	0	0	0
McPherson County, SD	46089	http://www.inaturalist.org/observations?place_id=2187	0	0	0	0	0	0	0
Minnehaha County, SD	46099	http://www.inaturalist.org/observations?place_id=2355	89	47158	Forage Looper Moth	Caenurgina erechtea	http://farm8.staticflickr.com/7063/6873098440_ca45529b11_s.jpg	(c) Dick, some rights reserved (CC BY-NC-SA)	4
Harding County, SD	46063	http://www.inaturalist.org/observations?place_id=2412	2	26036	Plains Garter Snake	Thamnophis radix	http://farm4.staticflickr.com/3633/3523826115_96a3501c35_s.jpg	(c) Matt Reinbold, some rights reserved (CC BY-ND)	1
Bennett County, SD	46007	http://www.inaturalist.org/observations?place_id=2413	0	0	0	0	0	0	0
Jones County, SD	46075	http://www.inaturalist.org/observations?place_id=2414	12	3	Chipping Sparrow	Spizella passerina	http://farm6.staticflickr.com/5267/5627717818_8df66459a6_s.jpg	(c) Vitaliy Khustochka, some rights reserved (CC BY-NC)	1
Lyman County, SD	46085	http://www.inaturalist.org/observations?place_id=2415	8	3	Upland Sandpiper	Bartramia longicauda	http://farm4.staticflickr.com/3041/2657117606_486f1e118d_s.jpg	(c) Jerry Oldenettel, some rights reserved (CC BY-NC-SA)	1
